b'RCS\xc2\xa0#',b'Sort1',b'Sort2',b'Doc.',b'Subject/Motion',b'Date',b'Vote',b'Aye',b'No',b'Not\xc2\xa0Voting',b'Exc.\xc2\xa0Abs.',b'Exc.\xc2\xa0Vote',b'Total\xc2\xa0Votes',b'Result' 
b'544',b'H',b'136',b'HB 136',b'Speed Limit/Highway Work Zone.      Second Reading',b'4/30/2015 1:41 AM',b'Aye',b'PASS',b'107',b'5',b'2',b'6',b'0',b'112'
b'544',b'H',b'59',b'HB 59',b'Clarify Report Admissibility.      Second Reading',b'7/22/2015 2:31 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'545',b'H',b'185',b'HB 185',"b""Repeal DCR's Obsolete Comms & Language.-AB      Second Reading""",b'7/22/2015 2:33 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'545',b'H',b'626',b'HB 626',b'Amend Prop. Damage Offenses.      Second Reading',b'4/30/2015 1:43 AM',b'Aye',b'PASS',b'112',b'0',b'2',b'6',b'0',b'112'
b'546',b'H',b'631',b'HB 631',b'Notice Before Automatic Contract Renewal.      Second Reading',b'4/30/2015 1:44 AM',b'Aye',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'546',b'H',b'229',b'HB 229',b'Church Tax Exemption/Driving Privileges.      Second Reading',b'7/22/2015 2:35 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'547',b'H',b'397',b'HB 397',b'Clarify Protections/Exploitation of Elders.      Amendment 1',b'7/22/2015 2:37 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'547',b'H',b'678',b'HB 678',b'Amend Innocence Commission Statutes.      Second Reading',b'4/30/2015 1:46 AM',b'Aye',b'PASS',b'110',b'2',b'2',b'6',b'0',b'112'
b'548',b'H',b'649',b'HB 649',b'Amend Corp. Gov/Shareholder Derivative Suits.      Second Reading',b'4/30/2015 1:49 AM',b'Aye',b'PASS',b'112',b'0',b'2',b'6',b'0',b'112'
b'548',b'H',b'397',b'HB 397',b'Clarify Protections/Exploitation of Elders.      Second Reading',b'7/22/2015 2:38 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'549',b'H',b'529',b'HB 529',b'NC Drivers License Restoration Act.      Amendment 1',b'7/22/2015 2:42 PM',b'Aye',b'PASS',b'46',b'1',b'0',b'3',b'0',b'47'
b'549',b'H',b'136',b'HB 136',b'Speed Limit/Highway Work Zone.      Third Reading',b'4/30/2015 1:50 AM',b'Aye',b'PASS',b'105',b'4',b'5',b'6',b'0',b'109'
b'550',b'H',b'548',b'HB 548',b'Zoning/Modernize and Reorganize.      A1 Bryan   Third Reading',b'4/30/2015 1:52 AM',b'Aye',b'PASS',b'111',b'0',b'3',b'6',b'0',b'111'
b'550',b'H',b'529',b'HB 529',b'NC Drivers License Restoration Act.      Second Reading',b'7/22/2015 2:42 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'551',b'H',b'721',b'HB 721',b'Subdivision Ordinance/Land Develop. Changes.      Second Reading',b'7/22/2015 2:44 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'551',b'H',b'548',b'HB 548',b'Zoning/Modernize and Reorganize.      Third Reading',b'4/30/2015 1:52 AM',b'Aye',b'PASS',b'112',b'0',b'2',b'6',b'0',b'112'
b'552',b'H',b'708',b'HB 708',b'Preservation of Historic/Heritage Trees.      Second Reading',b'4/30/2015 1:58 AM',b'Aye',b'PASS',b'84',b'28',b'2',b'6',b'0',b'112'
b'552',b'H',b'561',b'HB 561',b'School System Auth. Re: Legal Proceedings.      Amendment 2',b'7/22/2015 2:50 PM',b'No',b'FAIL',b'16',b'30',b'1',b'3',b'0',b'46'
b'553',b'H',b'561',b'HB 561',b'School System Auth. Re: Legal Proceedings.      Third Reading',b'7/22/2015 2:51 PM',b'Aye',b'PASS',b'35',b'12',b'0',b'3',b'0',b'47'
b'553',b'H',b'735',b'HB 735',b'Reinstatement of Driving Privileges.      Second Reading',b'4/30/2015 2:01 AM',b'Aye',b'PASS',b'107',b'4',b'3',b'6',b'0',b'111'
b'554',b'H',b'736',b'HB 736',b'NC American Indian Hunting/Fishing Rights.      Second Reading',b'4/30/2015 2:04 AM',b'Aye',b'PASS',b'78',b'34',b'2',b'6',b'0',b'112'
b'555',b'H',b'816',b'HB 816',b'Needs of Working Caregivers Study.      Second Reading',b'4/30/2015 2:06 AM',b'Aye',b'PASS',b'113',b'0',b'1',b'6',b'0',b'113'
b'556',b'H',b'826',b'HB 826',b'Repeal of Second Primaries/Study.      Second Reading',b'4/30/2015 2:09 AM',b'Aye',b'PASS',b'107',b'5',b'2',b'6',b'0',b'112'
b'557',b'H',b'570',b'HB 570',b'Facilitate Successful Reentry.      Second Reading',b'4/30/2015 2:16 AM',b'Aye',b'PASS',b'106',b'5',b'3',b'6',b'0',b'111'
b'558',b'H',b'760',b'HB 760',"b'Regulatory Reform Act of 2015.      A2 Bell, J.   Third Reading'",b'5/6/2015 4:02 PM',b'Aye',b'PASS',b'107',b'0',b'2',b'10',b'1',b'107'
b'558',b'H',b'334',b'HB 334',b'Transfer Office of Charter Schools.      Amendment 1',b'7/23/2015 12:51 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'559',b'H',b'334',b'HB 334',b'Transfer Office of Charter Schools.      Second Reading',b'7/23/2015 1:05 PM',b'Aye',b'PASS',b'32',b'14',b'0',b'4',b'0',b'46'
b'559',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A3 Millis   Third Reading',b'5/6/2015 4:05 PM',b'Aye',b'PASS',b'108',b'1',b'1',b'10',b'0',b'109'
b'560',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A4 Millis   Third Reading',b'5/6/2015 4:07 PM',b'Aye',b'PASS',b'108',b'1',b'1',b'10',b'0',b'109'
b'560',b'H',b'553',b'HB 553',b'Ordinances Regulating Animals.      Second Reading',b'7/23/2015 1:08 PM',b'Aye',b'PASS',b'35',b'11',b'0',b'4',b'0',b'46'
b'561',b'H',b'638',b'HB 638',b'Capitalize on Wetland Mitigation.      Second Reading',b'7/23/2015 1:10 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'561',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A5 Hager   Third Reading',b'5/6/2015 4:26 PM',b'Aye',b'PASS',b'93',b'16',b'1',b'10',b'0',b'109'
b'562',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A6 Harrison   Third Reading',b'5/6/2015 4:38 PM',b'No',b'FAIL',b'39',b'70',b'1',b'10',b'0',b'109'
b'563',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A7 Ager   Third Reading',b'5/6/2015 4:46 PM',b'No',b'FAIL',b'40',b'68',b'2',b'10',b'0',b'108'
b'563',b'H',b'538',b'HB 538',b'Water and Sewer Service Related Changes.      Second Reading',b'7/27/2015 7:08 PM',b'Aye',b'PASS',b'48',b'0',b'1',b'1',b'0',b'48'
b'564',b'H',b'13',b'HB 13',b'Amend School Health Assessment Requirement.      Amendment 1',b'7/27/2015 7:11 PM',b'Aye',b'PASS',b'47',b'0',b'2',b'1',b'0',b'47'
b'564',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A8 Brody   Third Reading',b'5/6/2015 4:48 PM',b'Aye',b'PASS',b'107',b'0',b'3',b'10',b'0',b'107'
b'565',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A9 Luebke   Third Reading',b'5/6/2015 4:53 PM',b'No',b'FAIL',b'35',b'73',b'2',b'10',b'0',b'108'
b'565',b'H',b'13',b'HB 13',b'Amend School Health Assessment Requirement.      Amendment 2',b'7/27/2015 7:13 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'566',b'H',b'13',b'HB 13',b'Amend School Health Assessment Requirement.      Amendment 3',b'7/27/2015 7:14 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'566',b'H',b'760',b'HB 760',"b'Regulatory Reform Act of 2015.      A10 Turner, B.   Third Reading'",b'5/6/2015 5:01 PM',b'No',b'FAIL',b'29',b'80',b'1',b'10',b'0',b'109'
b'567',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A11 Arp   Third Reading',b'5/6/2015 5:02 PM',b'Aye',b'PASS',b'108',b'0',b'2',b'10',b'0',b'108'
b'567',b'H',b'13',b'HB 13',b'Amend School Health Assessment Requirement.      Second Reading',b'7/27/2015 7:14 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'568',b'H',b'174',b'HB 174',b'Landlord/Tenant-Foreclosure & Evict. Changes.      Second Reading',b'7/27/2015 7:16 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'568',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      A12 Hager   Third Reading',b'5/6/2015 5:10 PM',b'Aye',b'PASS',b'107',b'0',b'2',b'11',b'0',b'107'
b'569',b'H',b'760',b'HB 760',b'Regulatory Reform Act of 2015.      Third Reading',b'5/6/2015 5:10 PM',b'Aye',b'PASS',b'77',b'32',b'0',b'10',b'1',b'109'
b'569',b'H',b'184',b'HB 184',b'Change DCR Process for Unclaimed Property.-AB      Amendment 1',b'7/27/2015 7:18 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'570',b'H',b'184',b'HB 184',b'Change DCR Process for Unclaimed Property.-AB      Amendment 2',b'7/27/2015 7:22 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'570',b'H',b'289',b'HB 289',b'NC Money Transmitters Act.-AB      Second Reading',b'5/7/2015 11:20 AM',b'Aye',b'PASS',b'109',b'0',b'3',b'8',b'0',b'109'
b'571',b'H',b'430',b'HB 430',b'County Omnibus Legislation.      A1 Collins   Second Reading',b'5/7/2015 11:26 AM',b'Aye',b'PASS',b'110',b'0',b'2',b'8',b'0',b'110'
b'571',b'H',b'184',b'HB 184',b'Change DCR Process for Unclaimed Property.-AB      Second Reading',b'7/27/2015 7:23 PM',b'No',b'PASS',b'48',b'1',b'0',b'1',b'0',b'49'
b'572',b'H',b'446',b'HB 446',b'Amend Statutes Governing Bail Bondsmen.      Second Reading',b'7/27/2015 7:27 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'1',b'1',b'48'
b'572',b'H',b'182',b'HB 182',b'Property Insurance Fairness.      A1 Millis   Second Reading',b'5/12/2015 3:12 PM',b'Aye',b'PASS',b'116',b'0',b'3',b'1',b'0',b'116'
b'573',b'H',b'182',b'HB 182',b'Property Insurance Fairness.      Second Reading',b'5/12/2015 3:20 PM',b'Aye',b'PASS',b'117',b'0',b'2',b'1',b'0',b'117'
b'573',b'H',b'562',b'HB 562',b'Amend Firearm Laws.      Second Reading',b'7/27/2015 7:42 PM',b'Aye',b'PASS',b'40',b'9',b'0',b'1',b'0',b'49'
b'574',b'H',b'584',b'HB 584',b'Use of Position/Letters of Reference.      Second Reading',b'7/27/2015 7:44 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'574',b'H',b'289',b'HB 289',b'NC Money Transmitters Act.-AB      Third Reading',b'5/12/2015 3:23 PM',b'Aye',b'PASS',b'117',b'1',b'1',b'1',b'0',b'118'
b'575',b'H',b'607',b'HB 607',b'Allow Protected Consumer Security Freezes.      Second Reading',b'7/27/2015 7:47 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'576',b'H',b'651',b'HB 651',b'Appraisal Bd. Recordkeeping & Bkgrd. Checks.      Amendment 1',b'7/27/2015 7:48 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'576',b'H',b'182',b'HB 182',b'Property Insurance Fairness.      A2 Luebke   Third Reading',b'5/13/2015 2:17 PM',b'No',b'FAIL',b'35',b'80',b'0',b'5',b'0',b'115'
b'577',b'H',b'182',b'HB 182',b'Property Insurance Fairness.      Third Reading',b'5/13/2015 2:17 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'577',b'H',b'651',b'HB 651',b'Appraisal Bd. Recordkeeping & Bkgrd. Checks.      Second Reading',b'7/27/2015 7:49 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'578',b'H',b'942',b'HJR 942',b'Confirm State Controller.      Second Reading',b'5/13/2015 2:24 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'578',b'H',b'774',b'HB 774',b'Restoring Proper Justice Act.      Amendment 1',b'7/27/2015 7:51 PM',b'Aye',b'PASS',b'46',b'3',b'0',b'1',b'0',b'49'
b'579',b'H',b'774',b'HB 774',b'Restoring Proper Justice Act.      Amendment 2',b'7/27/2015 8:00 PM',b'No',b'FAIL',b'17',b'32',b'0',b'1',b'0',b'49'
b'579',b'H',b'65',b'HB 65',b'Wilkes Fox Trapping.      M11 Concur',b'5/13/2015 2:30 PM',b'Aye',b'PASS',b'107',b'7',b'1',b'5',b'0',b'114'
b'580',b'H',b'102',b'HB 102',b'Utility Vehicles/Move-Over Changes.      M11 Concur',b'5/13/2015 2:32 PM',b'Aye',b'PASS',b'114',b'0',b'1',b'5',b'0',b'114'
b'580',b'H',b'774',b'HB 774',b'Restoring Proper Justice Act.      Second Reading',b'7/27/2015 8:01 PM',b'Aye',b'PASS',b'33',b'16',b'0',b'1',b'0',b'49'
b'581',b'H',b'800',b'HB 800',b'Clarify Motor Vehicle Dealer Laws.      Second Reading',b'7/27/2015 8:03 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'1',b'1',b'47'
b'582',b'H',b'553',b'HB 553',b'Ordinances Regulating Animals.      Third Reading',b'7/27/2015 8:05 PM',b'Aye',b'PASS',b'48',b'1',b'0',b'1',b'0',b'49'
b'583',b'H',b'533',b'HB 533',b'Modify Present-Use Value Exceptions to Disqualification.      Second Reading',b'5/13/2015 2:48 PM',b'Aye',b'PASS',b'111',b'3',b'1',b'5',b'0',b'114'
b'584',b'H',b'292',b'HB 292',b'Beach Bingo Licenses.-AB      Second Reading',b'5/13/2015 2:55 PM',b'Aye',b'PASS',b'106',b'7',b'2',b'5',b'0',b'113'
b'585',b'H',b'386',b'HB 386',b'Hope Mills/Spring Lake/Satellite Annexations.      Second Reading',b'7/28/2015 2:16 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'586',b'H',b'412',b'HB 412',b'Dunn Annexation/Holly Ridge Annexation.      Second Reading',b'7/28/2015 2:16 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'586',b'H',b'110',b'HB 110',b'Cherokee/Rutherford/Clay Boards of Education Election.      M11 Concur',b'5/21/2015 10:19 AM',b'Aye',b'PASS',b'98',b'10',b'8',b'4',b'0',b'108'
b'587',b'H',b'237',b'HB 237',b'Repeal Personal Education Plans/Modify Transition Plans.      M11 Concur Sen. Amd. 2',b'5/21/2015 10:21 AM',b'Aye',b'PASS',b'108',b'0',b'8',b'4',b'0',b'108'
b'587',b'H',b'538',b'HB 538',b'Water and Sewer Service Related Changes.      Amendment 1',b'7/28/2015 2:24 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'588',b'H',b'538',b'HB 538',b'Water and Sewer Service Related Changes.      Third Reading',b'7/28/2015 2:25 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'588',b'H',b'879',b'HB 879',b'Juvenile Code Reform.      M11 Concur Sen. Amd. 1',b'5/21/2015 10:23 AM',b'Aye',b'PASS',b'108',b'1',b'7',b'4',b'0',b'109'
b'589',b'H',b'82',b'HB 82',b'Execution/Nonsecure Custody Order/Child Abuse.      M11 Concur',b'5/21/2015 10:40 AM',b'Aye',b'PASS',b'109',b'0',b'7',b'4',b'0',b'109'
b'590',b'H',b'134',b'HB 134',b'Soliciting Prostitution/Immunity for Minors.      Second Reading',b'7/28/2015 2:29 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'590',b'H',b'293',b'HB 293',b'Adoption Law Changes.      M11 Concur',b'5/21/2015 10:42 AM',b'Aye',b'PASS',b'112',b'0',b'5',b'3',b'0',b'112'
b'591',b'H',b'595',b'HB 595',b'Military Experience/Law Enforcement Officer Certification Requirements.      M11 Concur',b'5/21/2015 3:12 PM',b'Aye',b'PASS',b'110',b'0',b'8',b'2',b'0',b'110'
b'591',b'H',b'215',b'HB 215',b'Procedure for Waiver of Jury Trial.      Second Reading',b'7/28/2015 2:34 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'592',b'H',b'284',b'HB 284',b'Civil Contempt/Jury Duty.      Amendment 1',b'7/28/2015 2:37 PM',b'Aye',b'PASS',b'45',b'1',b'0',b'4',b'0',b'46'
b'592',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A1 Richardson   Second Reading',b'5/21/2015 4:36 PM',b'No',b'PASS',b'59',b'57',b'1',b'3',b'0',b'116'
b'593',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A2 Glazier   Second Reading',b'5/21/2015 4:38 PM',b'Aye',b'PASS',b'115',b'0',b'2',b'3',b'0',b'115'
b'593',b'H',b'284',b'HB 284',b'Civil Contempt/Jury Duty.      Second Reading',b'7/28/2015 2:38 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'594',b'H',b'556',b'HB 556',b'Achieving a Better Life Experience Act.      Amendment 1',b'7/28/2015 2:40 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'594',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A3 Holley M4 Previous Question  Second Reading',b'5/21/2015 5:02 PM',b'Aye',b'PASS',b'92',b'24',b'1',b'3',b'0',b'116'
b'595',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A3 Holley   Second Reading',b'5/21/2015 5:03 PM',b'Aye',b'PASS',b'67',b'49',b'1',b'3',b'0',b'116'
b'595',b'H',b'556',b'HB 556',b'Achieving a Better Life Experience Act.      Second Reading',b'7/28/2015 2:41 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'596',b'H',b'792',b'HB 792',b'Privacy/Protection From Revenge Postings.      Amendment 1',b'7/28/2015 2:44 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'596',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A4 McGrady   Second Reading',b'5/21/2015 5:07 PM',b'Aye',b'PASS',b'115',b'0',b'2',b'3',b'0',b'115'
b'597',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A5 Harrison   Second Reading',b'5/21/2015 5:10 PM',b'No',b'FAIL',b'46',b'70',b'1',b'3',b'0',b'116'
b'597',b'H',b'792',b'HB 792',b'Privacy/Protection From Revenge Postings.      Amendment 2',b'7/28/2015 2:46 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'598',b'H',b'792',b'HB 792',b'Privacy/Protection From Revenge Postings.      Amendment 3',b'7/28/2015 2:47 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'598',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A6 Lucas   Second Reading',b'5/21/2015 5:18 PM',b'Aye',b'PASS',b'60',b'54',b'3',b'3',b'0',b'114'
b'599',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A7 Hurley   Second Reading',b'5/21/2015 5:23 PM',b'Aye',b'PASS',b'108',b'6',b'3',b'3',b'0',b'114'
b'599',b'H',b'792',b'HB 792',b'Privacy/Protection From Revenge Postings.      Second Reading',b'7/28/2015 2:54 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'600',b'H',b'814',b'HB 814',"b'The William C. Lindley, Jr. SUDEP Law.      Amendment 1'",b'7/28/2015 2:55 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'600',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A8 Brody   Second Reading',b'5/21/2015 5:28 PM',b'No',b'FAIL',b'29',b'83',b'5',b'3',b'0',b'112'
b'601',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A10 Pierce   Second Reading',b'5/21/2015 5:45 PM',b'No',b'FAIL',b'44',b'72',b'1',b'3',b'0',b'116'
b'601',b'H',b'814',b'HB 814',"b'The William C. Lindley, Jr. SUDEP Law.      Second Reading'",b'7/28/2015 2:59 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'602',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A11 Avila   Second Reading',b'5/21/2015 5:46 PM',b'Aye',b'PASS',b'115',b'0',b'2',b'3',b'0',b'115'
b'603',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A12 Avila   Second Reading',b'5/21/2015 6:17 PM',b'No',b'FAIL',b'38',b'77',b'2',b'3',b'0',b'115'
b'603',b'H',b'386',b'HB 386',b'Hope Mills/Spring Lake/Satellite Annexations.      Third Reading',b'7/29/2015 10:34 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'604',b'H',b'412',b'HB 412',b'Dunn Annexation/Holly Ridge Annexation.      Third Reading',b'7/29/2015 10:35 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'604',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A14 Faircloth   Second Reading',b'5/21/2015 7:42 PM',b'Aye',b'PASS',b'103',b'0',b'12',b'5',b'0',b'103'
b'605',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A15 Dollar   Second Reading',b'5/21/2015 7:44 PM',b'Aye',b'PASS',b'99',b'11',b'5',b'5',b'0',b'110'
b'605',b'H',b'532',b'HB 532',b'WC/Truck Driver Status.      Second Reading',b'7/29/2015 11:01 AM',b'Aye',b'PASS',b'31',b'15',b'0',b'4',b'0',b'46'
b'606',b'H',b'724',b'HB 724',b'Amend Composition of NC Medical Board.      Second Reading',b'7/29/2015 11:04 AM',b'Aye',b'PASS',b'45',b'0',b'1',b'4',b'0',b'45'
b'606',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A16 Dollar   Second Reading',b'5/21/2015 7:46 PM',b'Aye',b'PASS',b'111',b'0',b'4',b'5',b'0',b'111'
b'607',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A17 Tine   Second Reading',b'5/21/2015 7:48 PM',b'Aye',b'PASS',b'110',b'3',b'2',b'5',b'0',b'113'
b'607',b'H',b'797',b'HB 797',b'Alarm Registration Info Not Public Record.      Second Reading',b'7/29/2015 11:06 AM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'608',b'H',b'284',b'HB 284',b'Civil Contempt/Jury Duty.      Amendment 2',b'7/29/2015 11:08 AM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'608',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A18 Horn   Second Reading',b'5/21/2015 7:51 PM',b'Aye',b'PASS',b'113',b'0',b'2',b'5',b'0',b'113'
b'609',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A19 Farmer-Butterfield   Second Reading',b'5/21/2015 7:54 PM',b'Aye',b'PASS',b'109',b'4',b'2',b'5',b'0',b'113'
b'609',b'H',b'284',b'HB 284',b'Civil Contempt/Jury Duty.      Third Reading',b'7/29/2015 11:09 AM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'610',b'H',b'566',b'HB 566',b'Amend Eyewitness ID/Show-Up.      Second Reading',b'7/29/2015 11:12 AM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'610',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A15 Dollar M6 Reconsider  Second Reading',b'5/21/2015 8:00 PM',b'Aye',b'PASS',b'102',b'12',b'1',b'5',b'0',b'114'
b'611',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A20 Stam   Second Reading',b'5/21/2015 8:03 PM',b'Aye',b'PASS',b'111',b'3',b'1',b'5',b'0',b'114'
b'612',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A21 Gill   Second Reading',b'5/21/2015 8:31 PM',b'No',b'FAIL',b'51',b'62',b'2',b'5',b'0',b'113'
b'613',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A22 Insko   Second Reading',b'5/21/2015 8:41 PM',b'Aye',b'PASS',b'100',b'11',b'4',b'5',b'0',b'111'
b'614',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A23 Stam   Second Reading',b'5/21/2015 8:44 PM',b'Aye',b'PASS',b'111',b'1',b'3',b'5',b'0',b'112'
b'614',b'H',b'308',b'HB 308',b'Clarify Reasonable Health Insur/LTC Ombudsman.      Amendment 1',b'8/3/2015 7:08 PM',b'Aye',b'PASS',b'39',b'0',b'3',b'8',b'0',b'39'
b'615',b'H',b'308',b'HB 308',b'Clarify Reasonable Health Insur/LTC Ombudsman.      Second Reading',b'8/3/2015 7:08 PM',b'Aye',b'PASS',b'39',b'0',b'3',b'8',b'0',b'39'
b'615',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A24 Shepard   Second Reading',b'5/21/2015 8:47 PM',b'Aye',b'PASS',b'103',b'9',b'3',b'5',b'0',b'112'
b'616',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A25 Stam M4 Previous Question  Second Reading',b'5/21/2015 9:17 PM',b'No',b'PASS',b'83',b'31',b'2',b'4',b'0',b'114'
b'616',b'H',b'371',b'HB 371',b'Terror Claims/Damages/Liability for Support.      Second Reading',b'8/3/2015 7:16 PM',b'Aye',b'PASS',b'39',b'0',b'3',b'8',b'0',b'39'
b'617',b'H',b'184',b'HB 184',b'Change DCR Process for Unclaimed Property.-AB      Amendment 3',b'8/4/2015 2:18 PM',b'Aye',b'PASS',b'42',b'0',b'0',b'8',b'0',b'42'
b'617',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A25 Stam   Second Reading',b'5/21/2015 9:18 PM',b'No',b'FAIL',b'39',b'75',b'2',b'4',b'0',b'114'
b'618',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A26 Arp   Second Reading',b'5/21/2015 9:19 PM',b'Aye',b'PASS',b'112',b'0',b'4',b'4',b'0',b'112'
b'618',b'H',b'184',b'HB 184',b'Change DCR Process for Unclaimed Property.-AB      Third Reading',b'8/4/2015 2:25 PM',b'Aye',b'PASS',b'42',b'0',b'0',b'8',b'0',b'42'
b'619',b'H',b'371',b'HB 371',b'Terror Claims/Damages/Liability for Support.      Amendment 2',b'8/4/2015 2:28 PM',b'Aye',b'PASS',b'40',b'2',b'0',b'8',b'0',b'42'
b'619',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A27 Blackwell   Second Reading',b'5/21/2015 9:21 PM',b'Aye',b'PASS',b'112',b'0',b'4',b'4',b'0',b'112'
b'620',b'H',b'97',b'HB 97',b'2015 Appropriations Act.      A29 Dobson   Second Reading',b'5/21/2015 9:30 PM',b'Aye',b'PASS',b'111',b'0',b'5',b'4',b'0',b'111'
b'620',b'H',b'371',b'HB 371',b'Terror Claims/Damages/Liability for Support.      Amendment 3',b'8/4/2015 2:32 PM',b'Aye',b'PASS',b'42',b'0',b'0',b'8',b'0',b'42'
